
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.0,1.62,0.01,0.0
0.0,1.62,0.01,0.0
0.0,1.62,0.01,0.0
0.0,1.62,0.01,0.0
0.0,1.62,0.01,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.01,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.0,0.0
0.01,1.62,0.0,0.0
0.0,1.62,0.0,0.0
0.0,1.62,0.0,0.0
0.0,1.62,0.0,0.0
0.0,1.62,0.0,0.0
0.0,1.62,0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.0,0.0
0.0,1.62,-0.03,0.0
0.0,1.62,-0.03,0.0
0.0,1.62,-0.03,0.0
0.0,1.62,-0.03,0.0
0.0,1.62,-0.05,0.01
0.0,1.62,-0.05,0.01
0.0,1.62,-0.05,0.01
0.0,1.62,-0.05,0.01
0.0,1.62,-0.05,0.01
0.0,1.62,-0.06,0.01
0.0,1.62,-0.06,0.01
0.0,1.62,-0.06,0.01
0.0,1.62,-0.06,0.01
0.0,1.62,-0.06,0.01
0.0,1.63,-0.09,0.01
0.0,1.63,-0.09,0.01
0.0,1.63,-0.09,0.01
0.0,1.63,-0.09,0.01
0.0,1.63,-0.09,0.01
0.0,1.63,-0.09,0.01
0.0,1.63,-0.11,0.01
0.0,1.63,-0.11,0.01
0.0,1.63,-0.11,0.01
0.0,1.63,-0.11,0.01
0.0,1.63,-0.11,0.01
0.0,1.63,-0.13,0.01
0.0,1.63,-0.13,0.01
0.0,1.63,-0.13,0.01
0.0,1.63,-0.13,0.01
0.0,1.63,-0.13,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.15,0.01
0.0,1.64,-0.18,0.0
0.0,1.64,-0.18,0.0
0.0,1.64,-0.18,0.0
0.0,1.64,-0.18,0.0
0.0,1.64,-0.18,0.0
0.0,1.64,-0.18,0.0
0.0,1.65,-0.21,0.0
0.0,1.65,-0.21,0.0
0.0,1.65,-0.21,0.0
0.0,1.65,-0.21,0.0
0.0,1.65,-0.21,0.0
0.0,1.65,-0.24,0.0
0.0,1.65,-0.24,0.0
0.0,1.65,-0.24,0.0
0.0,1.65,-0.24,0.0
0.0,1.65,-0.24,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.0,1.65,-0.26,0.0
0.01,1.65,-0.30,0.0
0.01,1.65,-0.33,-0.0
0.01,1.65,-0.33,-0.0
0.01,1.65,-0.33,-0.0
0.01,1.65,-0.33,-0.0
0.01,1.65,-0.33,-0.0
0.01,1.66,-0.35,-0.0
0.01,1.66,-0.35,-0.0
0.01,1.66,-0.35,-0.0
0.01,1.66,-0.35,-0.0
0.01,1.66,-0.35,-0.0
0.01,1.66,-0.37,-0.0
0.01,1.66,-0.37,-0.0
0.01,1.66,-0.37,-0.0
0.01,1.66,-0.37,-0.0
0.01,1.66,-0.37,-0.0
0.01,1.66,-0.37,-0.0
0.01,1.66,-0.39,-0.0
0.01,1.66,-0.39,-0.0
0.01,1.66,-0.39,-0.0
0.01,1.66,-0.39,-0.0
0.01,1.67,-0.40,-0.0
0.01,1.67,-0.40,-0.0
0.01,1.67,-0.40,-0.0
0.01,1.67,-0.40,-0.0
0.01,1.67,-0.40,-0.0
0.01,1.67,-0.40,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.67,-0.41,-0.0
0.01,1.68,-0.41,-0.01
0.01,1.68,-0.41,-0.01
0.01,1.68,-0.41,-0.01
0.01,1.68,-0.41,-0.01
0.01,1.68,-0.41,-0.01
0.01,1.68,-0.41,-0.01
0.0,1.67,-0.35,-0.0
0.0,1.67,-0.35,-0.0
0.0,1.67,-0.35,-0.0
0.0,1.67,-0.35,-0.0
0.0,1.67,-0.35,-0.0
0.0,1.67,-0.34,-0.0
0.0,1.67,-0.34,-0.0
0.0,1.67,-0.34,-0.0
0.0,1.67,-0.34,-0.0
0.0,1.67,-0.34,-0.0
0.0,1.67,-0.32,-0.0
0.0,1.67,-0.32,-0.0
0.0,1.67,-0.32,-0.0
0.0,1.67,-0.32,-0.0
0.0,1.67,-0.32,-0.0
0.0,1.67,-0.29,-0.0
0.0,1.67,-0.29,-0.0
0.0,1.67,-0.29,-0.0
0.0,1.67,-0.29,-0.0
0.0,1.67,-0.29,-0.0
0.0,1.68,-0.26,-0.0
0.0,1.68,-0.26,-0.0
0.0,1.68,-0.26,-0.0
0.0,1.68,-0.26,-0.0
0.0,1.68,-0.26,-0.0
0.0,1.68,-0.23,0.0
0.0,1.68,-0.23,0.0
0.0,1.68,-0.23,0.0
0.0,1.68,-0.23,0.0
0.0,1.68,-0.23,0.0
-0.0,1.70,-0.23,0.0
-0.0,1.70,-0.23,0.0
-0.0,1.70,-0.23,0.0
-0.0,1.70,-0.23,0.0
-0.0,1.70,-0.23,0.0
-0.0,1.70,-0.19,0.0
-0.0,1.70,-0.19,0.0
-0.0,1.70,-0.19,0.0
-0.0,1.70,-0.19,0.0
-0.0,1.70,-0.19,0.0
-0.0,1.71,-0.14,0.01
-0.0,1.71,-0.14,0.01
-0.0,1.71,-0.14,0.01
-0.0,1.71,-0.14,0.01
-0.0,1.71,-0.14,0.01
-0.0,1.71,-0.14,0.01
-0.0,1.72,-0.11,0.01
-0.0,1.72,-0.11,0.01
-0.0,1.72,-0.11,0.01
-0.0,1.72,-0.11,0.01
-0.0,1.72,-0.05,0.01
-0.0,1.72,-0.05,0.01
-0.0,1.72,-0.05,0.01
-0.0,1.72,-0.05,0.01
-0.0,1.72,-0.05,0.01
-0.0,1.73,-0.0,0.01
-0.0,1.73,-0.0,0.01
-0.0,1.73,-0.0,0.01
-0.0,1.73,-0.0,0.01
-0.0,1.73,-0.0,0.01
-0.0,1.71,0.06,0.02
-0.0,1.71,0.06,0.02
-0.0,1.71,0.06,0.02
-0.0,1.71,0.06,0.02
-0.0,1.71,0.06,0.02
-0.0,1.71,0.06,0.02
-0.0,1.72,0.12,0.02
-0.0,1.72,0.12,0.02
-0.0,1.72,0.12,0.02
-0.0,1.72,0.12,0.02
-0.0,1.72,0.18,0.02
-0.0,1.72,0.18,0.02
-0.0,1.72,0.18,0.02
-0.0,1.72,0.18,0.02
-0.0,1.72,0.18,0.02
-0.0,1.72,0.18,0.02
-0.0,1.72,0.18,0.02
-0.0,1.72,0.18,0.02
-0.0,1.70,0.27,0.02
-0.0,1.70,0.27,0.02
-0.0,1.70,0.34,0.02
-0.0,1.70,0.34,0.02
-0.0,1.70,0.34,0.02
